q_id,query
3389,Не получается активировать карту при получение Не даёт придумать пин
3390,Хочу активировать
3391,Почему при активации карты
3392,Мне не выдали пластиковую карту
3393,Как активировать карту тройка на терминале
3394,Здравствуйте! Карта 0000 активна?
3395,"Добрый день! Подскажите, чем отличается функция ""Добавить карту"" от ""Поделиться счетом"""
3396,Как активировать профиль
3397,Активировать зарплатный счёт
3398,Здравствуйте. Как активировать кредитную карту после перевыпуска?
3399,"Здравствуйте, как на кредитной карте активировать беспроцентное снятие наличных XXXXX?"
3400,"Мне не нужно активировать карту,  мне нужео убрать все неактивные"
3401,Нет кнопки активировать
3402,"Возможно потому, что карту активировал минут 00 назад?"
3403,Почему опять не активирована карта? Уже три раза ездили обновлять данные
3404,"Все активировал, но оба карты на одном счету"
3405,"Здравствуйте,почему не активируется детская карта?"
3406,Здравствуйте. Я хочу поинтересоваться моя карта работоспособна
3407,"Ну то есть у меня спишутся через месяц деньги? Или пока я ее не активирую, тариф не пойдет?"
3408,Здравствуйте) я вчера оформила кредитную карту. Сейчас активировала и она а 00 тыс р 😄  Я ставила на 000.000
3409,"Здравствуйте! Получила новую дебетовую карту *0000, активировала. Появилось уведомление, что к зарплатному счету привязана ещё карта *0000 неактивированная Что делать?"
3410,"У меня нет пункта активация карты, что можно сделать с этим?"
3411,Когда можно будет активировать кредитную карту
3412,Я зарплатный счёт активировал. Объедините пожалуйста все мои карты к одному зарплатному счёту!
3413,Для получения детской карты нужно активировать свою карту?
3414,Мои активные карты
3415,Как можно регистрировать карту без номера телефона
3416,"Карта уже активирована, я правильно поняла?"
3417,"Активируйте, пожалуйста, детскую карту"
3418,Как мне активировать ЗП карту? Или как выпустить виртуальную карту?
3419,"Оплатил жкх чтобы получить 0% кэшбэк, ео почему-то не вижу в прогнозе начисления кэшбэка. Будет по этой операции 0% кэшбэка?"
3420,Здравствуйте.  Почему нет кэшбэка за оплату коммунальных платежей?
3421,Оплатил жку в приложении а кешбек 0 % когда придет? И придет ли вообще?
3422,Почему нет прогноза кэшбэка по уплате ЖКХ?
3423,Добрый вечер! Я произвела оплату ЖКХ.Почему мне не  выставили 0% кэшбека по условиям?
3424,"Оплатила за газ 00 августа, а кэшбэк не отобразился"
3425,Здравствуйте. Будет ли начислен кэшбек за уплату жкх или я не правильно оплатила?
3426,Плачу по приложению по куар коду за коммунальные услуги.  Почему в истории отражается как перевод в другой банк? И кэшбэка нет.
3427,Оплатила ЖКХ через приложение но кешбек не начислили
3428,"Здравствуйте, почему мне не начислился кэшбэк по оплате коммунальных услуг?"
3429,Почему не начисляется кешбек за ЖКУ в текущем месяце
3430,"Оплатил услуги ЖКХ, нет кэшбэка"
3431,"Хюубрать платежи ЖКХ с экрана,чтобы не мешали"
3432,"Добрый день. Если оплатить ЖКУ используя выставленные счета в разделе Платежи, будет начислен кешбэк?"
3433,Почему нет кэшбека за жкх?
3434,Здравствуйте. Вчера оплатила первый раз коммунальные через альфа банк . Но платеж так и не зачислили . В течение какого времени вы передаете информацию?
3435,"Подключен кэшбэк коммунальные платежи, 0.00 сделала платеж, но кэшбэк не начислили?"
3436,Почему за коммунальные услуги мне не начислили кэшбэк?
3437,Почему не начислен кэшбэк за оплату коммунальных услуг 00.00.00?
3438,За ком услуги почему не начислен кешбэк
3439,У меня не отображаются кэшбэки за коммунальные платежи
3440,"Добрый день! Подскажите , пожалуйста, почему не начислен кэшбэк при оплате коммунального платежа?"
3441,Здравствуйте. Подключила повышенную категорию кэшбэка - оплата КУ. Но за оплату ничего не начислялось. Почему? Оплачивала по куар коду на квитанции.
3442,"Здравствуйте, сегодня оплатила ком.усоуги через приложение банка, мне не начислился кэшбек 0% в соответствие с выбранной категорией."
3443,Добрый день  Если я картой альфа оплачу ЖКХ услуги через приложение госуслуги дом  Мне начислится кешбек?
3444,Здравствуйте. Скажите почему не начислили кэшбэк за коммунальные услуги за этот месяц?
3445,"Уточните, пожалуйста, максимальный кэшбэк за коммунальные платежи 000 рублей?"
3446,У меня кэшбэк за коммунальные услуги
3447,"Как оплачивать коммунальные услуги, чтобы получить повышенный кэшбэк?"
3448,Будет ли кэшбэк за оплату коммунальных услуг кредитной картой?
3449,"0 сентября оплатил электричество на 0000 рублей, в чеке указано, что это комунальный платье, а кешбека в 0 процента нет."
3450,За ЖКХ сегодня будет кэшбэк?
3451,"Добрый день! Оплатила услуги ЖКХ, но мне не пришёл кэшбек 0% за коммунальные услуги"
3452,Лимит кэшбэка по категории коммунальные услуги
3453,Рассчитают ли кэшбэк за ЖКХ ?
3454,"Почему в истории  операций нет кэшбэка за коммунальные услуги, категория выбрана"
3455,День добрый! Почему у меня не начислили Кешбек 0% за коммунальные услуги?
3456,Здравствуйте. Почему за коммунальную плату кэшбэк не пришло ?
3457,Кешбек в сентябре выбран коммунальные услуги. Но он при оплате услуг не начислился. В чем дело?
3458,"Я оплатила коммуналку, но кэшбек не пришёл. Почему?"
3459,"Почему, у меня же ха коммунальные услуги кешбек есть"
3460,Почему не начисляется кешьбек на категорию по оплате коммунальных услуг за август
3461,"00 августа была оплата коммунальных услуг по которым должен отображаться кеш бэк в истории, но не вижу."
3462,Добрый день. Как именно получить кэшбэк при оплате жку
3463,Мне сказали что одобрили и в течении 00 часов ⏰️ деньги поступят на счёт
3464,"Почему действующий кредит, привязан к дебетовой карте?"
3465,"Добрый день! Оформила вчера кредит на рефинансирование, но деньги так и не поступили на счет"
3466,Здравствуйте ! Когда ждать зачисление кредитных средств ?
3467,Добрый день а почему кредит нельзя получить в приложении?
3468,Добрый день  Кредитные средства все ещё не зачислены
3469,"Добрый день, куда придут кредитные деньги?"
3470,"Здравствуйте, я оформила кредитную карту, но в приложении у меня ничего о ней не отображается"
3471,Почему кредит не уменьшается?
3472,"Добрый день! Брала кредит, когда придут деньги?"
3473,"Здравствуйте, оформила кредитную карту, а она не появилась в приложении"
3474,"Здравствуйте, оформил кредит ку, но её нет в приложении"
3475,Здравствуйте. В течении какого времени зачисляется кредитные средства?
3476,"Здравствуйте я взял ""кредит деньги подрукой"" как мне нужно его возвращать? Я не вижу его в интерфейсе приложения"
3477,Я взял кредит Наличными написано до 0 сентября перечислять а денег пока нет
3478,"здравствуйте, у меня было предложение на кредит на 000 тыс. Я оформила кредит, но не вижу его"
3479,"Добрый день! Подскажите пожалуйста, 0.00.00 оформил кредит онлайн, когда поступят средства? Спасибо!"
3480,Почему мне не пришли деньги за кредит?
3481,"Здравствуйте,оформила деньгами на все,но они так и не пришли"
3482,"Здравствуйте, 00 часов прошло деньги так и не вижу , брал кредит"
3483,Каждий месяца сколка Нада аплтит кридит
3484,"Мне оформили кредит 0 сентября, до сих пор нет зачисления. Когда будет зачисление?"
3485,"Здравствуйте, заявление одобрено, когда будет зачисление обещанных 0000?"
3486,"Можно узнать, когда поступят деньги по кредиту"
3487,Когда поступят деньги по кредиту
3488,"Здравствуйте. Подскажите пожалуйста заказывала кредитную карту с лимитом XXXXX. По итогу на карте XXXXX, когда карту привозили сказали что через 00 часов вся сумма будет. Но сумма не та что я заказывала"
3489,"Был оформлен кредит, деньги не пришли"
3490,"здравствуйте, оформил кредит на 00.000, обязались 00 минут ждать. В итоге денег - нет"
3491,"Здравствуйте. Оформила кредит, хотела уточнить по зачислению денежных средств"
3492,Мне нужно что бы кредит зачислили на карту
3493,"Я оформил кридит на 0000,должны были прийти через несколько минут но до сих пор ничего не пришло"
3494,Здравствуйте одобрили мне кредитную карту 00 000 а у меня там 00 сотрудник банка сказал что через четыре часа ещё 00 добавят
3495,"Здравствуйте! Оформлял кредит. На данном шаге приложение зависло. Не понимаю, что теперь делать"
3496,Что за предложение у меня висит в программе зачислим моментально 00.000 руб что это?
3497,Почему у меня не отображается кредит?
3498,"Здравствуйте, заказывал карту с лимитом XXXXX, а пришла на XXXXX, почему?"
3499,"Добрый день. Произведено кредитование на 00000 руб. Получила я так же 00000. Но в приложении указано, что 00000. Почему"
3500,"Оформил кредитную карту,ей уже можно начать пользоваться?"
3501,Взял кредит он не отображается
3502,"доброй ночи,заказала кредитную карту,но к сожалению не вижу её в приложении( как можно это посмотреть?"
3503,Когда будет зачисление кредита
3504,"Добрый день. Мне одобрен кредит на залог авто. Вы писали, что деньги поступят через 00 часов, но нет зачислений. Как быть"
3505,"Добрый день! Я вчера оформляла кредит, могу я узнать, когда поступят деньги на счет"
3506,Когда придут оставшиеся деньги на кредитную карту ?
3507,"Добрый вечер, подскажите пожалуйста по счету 00000000000000000000 поступил платеж на сумму 00000? Отсутствует возможность посмотреть в онлайн банке"
3508,Здравствуйте! Как можно узнать операции по закрытой кредитной карте онлайн?
3509,"Здравствуйте  Почему в истории нет платежа, который я сейчас отправляла на сумму 00000₽?"
3510,"Добрый вечер. Подскажите почему я истории не вижу оплату на сумму 000 последнюю, хотя деньги списаны?"
3511,"Я оплатила только что по QR за сад  В истории нету , деньги списались где посмотреть статус этой операции"
3512,Меня интересует платёж проведённый сегодня. Который отразился как штрафы и налоги на 000 руб... В истории почему то 000.
3513,Здравствуйте уточните пожалуйста не вижу платежи жилищно-коммунальных услуг в общей ленте истории платежей и как это сделать чтобы их видеть сразу все расходы сразу которые были проведены с карты
3514,"Покупки нет в истории, она не отображается"
3515,А почему операция на видна в истории?
3516,Только что оплатила коммунальные услуги 000 рублей нет в истории операций
3517,"Добрый день Почему я не вижу в историях операцию по оплате счета на сумму XXXXX?  Мне необходимо предоставить получателю информацию, что я оплатила счет"
3518,почему у меня в истории не отображается оплата по реквезитам
3519,"Вопрос, почему в истории не отображается?"
3520,Почему платеж не отобразился в истории?
3521,Почему нет операции на списание за сегодня на 00000 руб ?
3522,Как посмотреть кому перевод прошел ?
3523,Историю переводов как очистить в телефоне
3524,"Здравствуйте. Подскажите, почему оплатила квитанцию, деньги сняли, а в истории нет её?"
3525,добрый день я произвела сейчас оплату капитального ремонта и на сумму пятьсот восемь рублей девяносто пять копеек платеж совершен я не вижу его в истории куда он у меня делся скажите пожалуйста 
3526,"И ещё, пожалуйста, за 0000 год"
3527,"Почему не вижу историю операций по совместному счету? Вижу только свои операции по картам, которые к нему привязаны. А что отправляет владелец счета не него-не вижу"
3528,он оплатился? не вижу в истории
3529,Когда в истории отобразится перевод   на расчетный счёт в другой банк
3530,"Здравствуйте, только что осуществил оплату коммунальных платежей на сумму 00000,00 , в истории не отображается платёж, при этом сумма средств на карте уменьшился, - скажите прошёл ли платёж и можно ли получить сведения о выполненной операции?"
3531,История операции
3532,Почему не отображается оплата газа в истории операций?
3533,Почему не отражается в платежах
3534,"Геннадий, здравствуйте, я сделала платёж по ЖКУ с Альфа Счёта и операция не отобразилась в истории, но деньги списались со счёта"
3535,Ничего не отражается в истории!
3536,А как сделать так что бы в совместном счете все участники видели историю операций ?
3537,Мне надо узнать каму я перевела деньги
3538,Не знаю когда приложите все историю
3539,Почему в Истории платежей не отоажается платёж от 00.00.00 за обучение?
3540,Как мне найти операцию
3541,Почему не отображается две операции в истории?
3542,"Добрый день , оплачивала услугу за образование. Деньги со счета ушли, но в истории нет уведомления о списании"
3543,Не высвечивается платеж в истории
3544,Как узнать от кого перевод
3545,Операции были более года назад
3546,"У меня в приложении не отображается история, брокерский счет, карта"
3547,"Я платила со своего счета за обучение ребенка, деньги списались с моего счета, но квитанции я в истори не вижу"
3548,Перевод не отображается в приложение
3549,"Здравствуйте, оплатил учебу.Деньги списались, но в истории платежа нет. Что делать?"
3550,"Добрый день, я сделала перевод, но он не отображается в истории, почему?   Списания со счетов. Списание со счета 0*0000; Перевод на сумму 00000.00 RUB; Получатель: 000*0000; 0 сентября 00:00. 00 сентября 0000 00:00"
3551,Виза или мастеркард
3552,Гонконг
3553,My card is blocked
3554,Smart deal.
3555,Есть ли возможность выпуска дебетовой карты Visa?
3556,"Здравствуйте. Могу ли я получить карту, находясь в Крыму?"
3557,Можно ли платить моей картой *0000 в дубае?
3558,"Добрый день! Интересует оплата за границей картой, собираюсь в отпуск, как это сделать?"
3559,Kion
3560,Работает ли альфа тревел в Сербии
3561,"Добрый день , я планирую осенью полететь в Китай, у вас есть карта которая будет там работать?"
3562,Для оплаты за рубежом сейчас доступны какие то карты?
3563,"Добрый день,можно взять карту халва"
3564,о python
3565,"Здравствуйте. Моя карта *0000, можно ли ей расплачиваться в Абхазии?"
3566,"Ирина, открыла счет белорусский , при отплата как понять, какой картой я оплачиваю?"
3567,Как платить за границей?
3568,На карту MasterCard alfa pay не распространяется?
3569,Можно кредитной картой платить в Китае?
3570,Union pay
3571,Возможно ли заменить Mastercard на мир?
3572,You have credited 000 rube for alfa subscription though I haven't taken it
3573,Можно ли по карте рассчитаться в Турции
3574,"То есть только картой, а мирпэй?"
3575,Есть ли у альыа банка карта юнион пэй?
3576,Visa карта есть у меня?
3577,Можно открыть карту union pay?
3578,Visa
3579,Во Вьетнаме работает карта Альфа банка?
3580,Здравствуйте не работает карта Visa при бесконтактном способе оплаты каким образом можно заменить карту?
3581,  подскажите пожалуйста работает ли ваша карта альфа банка в белоруссии
3582,Добрый день. У Вас можно оформить карту Юнион пэй?
3583,Могу ли расплатиться в Турции
3584,"Могу ли я рассчитываться с этой картой Валберис, Джум."
3585,"Доброго вечера , вопрос , получится ли произвести оплату с карты  в Украину? Или сейчас с этим проблемы  ?"
3586,Я могу моей картой расплатиться в Белоруссии
3587,Здравствуйте  У Вас есть карты которые работают  в Европе ?
3588,Мне нужна карта visa
3589,"Добрый день, возможна ли оплата картой МИР в Шардже?"
3590,"Добрый день!  Мне сказали, что в Альфа банк можно воспользоваться услугой открытия иностранной карты visa/mastercard. Такая услуга действительно есть?"
3591,Не карта мир а карта Visa в России она не работает при бесконтактном способе оплаты
3592,Хочу карту для оплаты за границей
3593,Оплата картой за границей
3594,"Hi, I want to change my contact number to:+00000000000"
3595,Как установить лимит на определённую категорию товаров?
3596,Как сделать чтобы не за что с карты не снимали
3597,Если я установлю лимит. Я что пользоваться не смогу детской картой?
3598,"Можно подать.  И у меня вопрос по теме выше, я ступил и поставил ограничение по оплате здесь в приложении, можно его снять?"
3599,Подскажите а есть ограничение по магазинам? И по цене продукта?
3600,Хочу чтобы с моей карты не совершали интернет покупки
3601,"Сделайте, чтобы можно было оплатить"
3602,Здравствуйте. Как установить лимит на покупки на карте?
3603,Как настроить лимит на детскую карту
3604,Заявление на ограничение списания
3605,Как настроить лимит операции по детской карте
3606,"Можно ли частично снять ограничение ? Чтобы можно было совершать покупки, и оплачивать коммунальные услуги ? А так же переводить исключительно родственникам?"
3607,Запретить онлайн оплату
3608,Как снять ограничение лимита с карты
3609,"Здравствуйте! Поставить запрет об оплате в эту компанию можно, мне нельзя менять реквизиты, я получаю соц выплаты"
3610,А я могу сам установить или снять лимит?
3611,Как убрать лимит на операцию
3612,У меня стоят какие то ограничения оплаты в интернете
3613,У меня нет лимитов. Операция запрещена к покупкам по карте с номером 00 на конце.
3614,На будущее уже рекомендация банку. Пожалуйста. Ну предусмотрите возможность отключения любых переводов на детские карты/счета. Это элемент безопасности.
3615,Как убрать ограничение по картам
3616,Нужно изменить лимит на переводы по карте что бы оплатить крупную покупку
3617,Здравствуйте если открыть новую карту ограничения нельзя снять
3618,Как разрешить перевод между счетами
3619,Скажите. Пожалуйста почему мне поставили запрет на переводы
3620,Запрет на списание с карты
3621,Добрый день. Как поставить запрет на переводы по сбп на детской карте?
3622,Могу расплачиваться картой если поставили ограничение?
3623,Как установить лимит по карте на день
3624,Я получается хочу сбрасывать этот лимит каждого XXXXX числа
3625,как убрать запрет оплаты в интернете
3626,"Здравствуйте,скажите пожалуйста,можно ли поставить запрет на списание денег ?"
3627,Лимит все равно не снимается
3628,А помогите разобраться с лимитами?
3629,Как мне сделать чтоб я могла расплачиваться кредитной картой
3630,Здравствуйте. Как установить запрет на выдачу дебетовых карт ребёнку?
3631,Хочу снять ограничения по платежам
3632,Здравствуйте Как тзменить суточный лимит снятия наличных?
3633,Как мне установить отдельные лимиты на детскую карту ?
3634,"Я могу ограничить лимит для своего близкого, только для него"
3635,Как установить запрет на оплату в интернете?
3636,Как избежать блокировки карты от переводов по новому закону?
3637,Хочу ь снять ограничение по карта для снятия денег
3638,Как можно на время запретить транзакции на кредитной карте
3639,"Добрый день ! Если отпал чип от банковской карты, и я закажу новую , расчетный счет останется прежним ?"
3640,Как сменить пинкод карты
3641,Сменить код
3642,Забыл пинкод от карты как поменять в личном кабинете
3643,"Здравствуйте! По карте 0000 (на супругу) не удается рассчитаться. Пишет, что неправильный код. И в итоге пин-код заблокирован. Подскажите, что сделать?"
3644,Забыла пароль от карты?
3645,Здравствуйте как узнать какой у меня пин код
3646,Как узнать  пароль  от карты
3647,"Добрый день, у меня заблокировалась карта от неправильного ввода пин кода. Прошло XXXXX-0 дней. Что мне делать?"
3648,"Здравствуйте. Подскажите, пожалуйста, как изменить пин - код, используемый при оплате картой на кассе?"
3649,"Как узнать Пин код карты, чтобы пополнить счет через банкомат"
3650,Как я могу сменить пин код ?
3651,"Забыл пароль от кредитной, карты. Что делать?"
3652,"Не понимаю, установился пин код или нет"
3653,Как посмотреть пин код если забыли
3654,Как мне узнать какой код
3655,Сын несколько раз в банкомате неправильно набрал пинкод.  И она заблокировалась. Не может ею оплатить
3656,Как понять пин код
3657,Как использовать чип
3658,"Здрайствуйте, пытался войти в банк писал что пороль не верный нужно было срочно оплатить но не смог вот только сделал"
3659,Изменить пин код
3660,"здравствуйте,как узнать пинкод от карты если забыл?"
3661,Как установить пин код
3662,Здравствуйте где посмотреть мой пин код карты я его забыла
3663,Как поменять пин -код?
3664,"Добрый день. Как найти свой пароль для выдающегося партнёра? Есть почта моя, но я не помню пароль XXXXX@gmail.com"
3665,Как изменить пинкод карты?
3666,"Добрый день! Попыталась сделать оплату кредитной картой, но ничего не получилось. Причина: лимит ввода пин исчерпан.  Пин ввела один раз всего.  Что делать?"
3667,Забыла пин код карты
3668,Почему я не могу поменять пароль на карте не приходит сообщение
3669,Забыл пин-код от карты
3670,"Здравствуйте, как изменить пароль карты, если забыли"
3671,"Здравствуйте! Не помню пин код карты, чтобы снять наличные в банкомате"
3672,Изменить пинкод
3673,"Вчера не смогла в банкомате дважды снять деньги.Писал,что пин-код не верен"
3674,Забыл пинкод от карты как можно востановить?
3675,Нет банкомата чтобы активировать пин код
3676,"Как я сменю ,если я старый мне неизвестен, где узнать старый могу у кого?"
3677,Как пин код к карте восстановить?
3678,Хотел бы сменить пин код
3679,Пин код не правильно ввела
3680,По карте пин заблокирован
3681,"Я , видимо , пин путала"
3682,Как заменить пин на карте
3683,Почему сумма долга по больше чем  трат по ней?
3684,Скажите сколько я снимал последний раз с карты зарплатной
3685,"Я не могу понять сколько моих денег, где смотреть, очень непонятно все у вас"
3686,Здравствуйте! Есть ли в в приложении альфы возможность посмотреть сколько потратил за месяц на конкретном счёте?
3687,"Здравствуйте, не подскажите как посмотреть траты в прошлом месяце?"
3688,"Не знаю, когда, у меня много трат - пользуюсь картой ежедневно, я не могу отсмотреть все месяцы. Посмотрите по фильтрам сами"
3689,"Не предупредили про списание комиссии за выпуск, не рассчитывала на данные расходы"
3690,Как убрать все прочие расходы
3691,Среднестатистическая какая в прошлом месяце была?
3692,Как отражается поношение по карте
3693,Привязана ли ставка к тратам?
3694,Уже потрачено 00 т р +
3695,Есть ли округление расходов
3696,Можете сориентировать по сумме?
3697,Так посмотреть общую сумму трат за определённый период
3698,"Я бы хотела, чтоб у меня перестал отображаться некорректный расход на 0000 рубля в категории ""Подарки"""
3699,"Доброе утро, а можно подробнее а прочих расходах?"
3700,Два месяца 00% без условий  трат?
3701,Не поймёшь сколько внесено и сколько на счету
3702,"Так было на счету 000.000(округлил) Потрачено  00.000 0.000   И по мелочи еще, 00.000 должно было остаться и даже больше"
3703,"Почему каждый день сумма, которую необходимо потратить для повышения ставки растет. Вчера было необходимо потратить 00,0 тыс рублей. Сейчас 00,0 тыс рублей"
3704,Как посмотреть траты за месяц?
3705,Здравствуйте. Почему я не могу посмотреть мои расходы и списание денег с карт за прошедшие месяцы 0000 года.
3706,Прочте расходы
3707,"почему переводы в истории считаются, как траты и расходы? Это неудобно. Почему переводы нельзя сделать отдельным пунктом учёта?"
3708,Как узнать траты за XXXXX? В истории только начинается с XXXXX
3709,За траты по новой дебетовой карте
3710,"Рассматривал, не получается найти полную сумму"
3711,Не зависит от трат в первые 0 месяца?
3712,Какая сумма ушла
3713,"Даты, суммы и %"
3714,"Так и на что я их потратил? 00 приход сркдств, 00 расход за период с 00.00 по 00.00, 00000 нигде не фигурируют"
3715,Трат было предостаточно
3716,Где посмотреть статистику расходов
3717,"Подскажите, по моей кредитной карте теперь возможны только дебетовые расходы?"
3718,"Там же есть условие по сумме трат, чтоб такой % был?"
3719,"Я знаю видел уже... и поэтому написал, больше никаких больших покупок"
3720,Сумма операции 00000
3721,"В тратах за месяц указана сумма 0000, но в чеке указана другая сумма. Как узнать сколько списали денег?"
3722,00% при любых тратах по карте в первые два месяца?
3723,Как узнать сколько мне осталось выполнить
3724,"Здравствуйте,у меня 0% продукты,сколько нужно тратить от XXXXX?"
3725,"Мои картинки предоставлены на один момент времени. Значит, сумма в приложении отображается неверно."
3726,То что я деньги потратила
3727,"Добрый день! Подскажите, готова ли моя новая карта"
3728,Получить карту в банке
3729,А как давно у меня карта Альфа банка?)
3730,Добрый день! Могу я узнать перевыпустили мою карту?
3731,"Добрый день, когда забрать карту можно?"
3732,Моя карта пришла ?
3733,Как и где я могу забрать новую кредитную карту?
3734,"Здравствуйте,когда можно забрать карту?"
3735,Ирина все ещё не пришла
3736,Здравствуйте 👋 карту 0000 где я могу получить?
3737,Можно мне получить карту
3738,Когда будут готовы карты?
3739,Добрый вечер подскажите Карта поступила ?
3740,"Добрый день, можно уже карту получить?"
3741,Сегодня выпустила карту ребенку взамен стикера. Когда ее можно получить
3742,Карта хаказана на дом
3743,Заказал ли я кредитную карту ?
3744,Карта моя готова
3745,"Добрый день, не готова ли моя кредитная карта?"
3746,Заказала карту не получила 0 сутки прошло уже
3747,"Сегодня сделала заявку на выпуск новой карты, когда её можно будет забрать"
3748,"Здравствуйте, как получить пластиковую карту?"
3749,"Здравствуйте ,Если через приложение заказать пластиковую карту, через сколько она будет готоваи  ее получить можно будет, только в отделении банка?"
3750,"В понедельник заказана карта, пришло сообщение, что могу забрать новую карту в банке.  Там нет сказал сотрудник. Где моя карта, когда могу получить"
3751,А можно забрать эту карту в офисе в Пятигорске?
3752,Доброе утро. Я заказывала карту Альфа-тревел. Могу я её сегодня получить в офисе на 0 Марта 000?
3753,"Не удобно, но что делать, получу на А. Петрова XXXXX, карта будет именная?"
3754,Хотела бы сама забрать карту завтра в отделении банка
3755,Я вчера уже получил крту тнеименную
3756,"Мне сказали, что пришлют сообщение по готовности карты, прошло уже достаточно времени, карта нужна. Когда карта будет готова?"
3757,Есть на данный момент или карта чистая
3758,"Заказал карту взамен утраченной , когда придёт новая?"
3759,"Добрый день, заказывала перевыпуск карты, готова или нет"
3760,Готовность карты?
3761,Подскажите когда будет готова моя карта?
3762,"Здравствуйте! Пришла смс о получении карты, а в приложении не вижу её?"
3763,"Информационное сообщение. Детская карта на имя Васильева Мария готова и ждёт вас в офисе по адресу: Санкт-Петербург, пр. Витебский, д.000, к.0, стр.0.. 00 сентября 0000 00:00"
3764,Где цифровая карта
3765,Здравствуйте а детская карта готово. Можно узнать
3766,Как получить дубликат дебетовой карты
3767,"Нужно пополнить кредитную карту как это сделать если она утеряна и заблокирована, новая еще не готова"
3768,Выдача карты
3769,А где карта *0000? Куда пропала?
3770,"Уже выпущена детская карта, как ее получить?"
3771,"Добрый день.  Как отключить платежный стикер , не пользуюсь"
3772,Заказать стикер медведь в офис
3773,"Да, я хочу перейти на обычный тариф. И заказать две дополнительные пластиковые карты. И два стикера. Одина пара на меня, одна на супруга (сейчас на него оформлена премиальная карта). Где и когда я смогу забрать карты и стикеры?"
